Old,Year,New,,
ons/rel/census/2011-census/detailed-characteristics-for-local-authorities-in-england-and-wales/sty-unpaid-care.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-for-local-authorities-in-england-and-wales/sty-young-unpaid-care.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-for-local-authorities-in-england-and-wales/video-summary-country-of-birth.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-for-local-authorities-in-england-and-wales/video-summary-religion.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-for-local-authorities-in-england-and-wales/video-summary-unpaid-care.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-for-regions-in-england-and-for-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/articles/economicandsocialcharacteristicsoftheresidentpopulationofenglandandwalesbynationalityandcountryofbirthin2011/2013-07-12,,
ons/rel/census/2011-census/detailed-characteristics-for-regions-in-england-and-for-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/articles/economicandsocialcharacteristicsoftheresidentpopulationofenglandandwalesbynationalityandcountryofbirthin2011/2013-07-12,,
ons/rel/census/2011-census/detailed-characteristics-for-regions-in-england-and-for-wales/pra-detailed-characteristics-for-regions-in-england.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-for-regions-in-england-and-for-wales/rpt-detailed-characteristics-for-regions-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/articles/economicandsocialcharacteristicsoftheresidentpopulationofenglandandwalesbynationalityandcountryofbirthin2011/2013-07-12,,
ons/rel/census/2011-census/detailed-characteristics-for-regions-in-england-and-for-wales/sty-economic-activity.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-for-regions-in-england-and-for-wales/video-summary-characteristics-for-regions.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-approximated-social-grade-for-middle-layer-super-output-areas-and-2011-census-merged-wards-in-england-and-wales.html,2011,peoplepopulationandcommunity/wellbeing/datasets/2011censusdetailedcharacteristicsonapproximatedsocialgradeformiddlelayersuperoutputareasand2011censusmergedwardsinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-approximated-social-grade-for-middle-layer-super-output-areas-and-2011-census-merged-wards-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/wellbeing/datasets/2011censusdetailedcharacteristicsonapproximatedsocialgradeformiddlelayersuperoutputareasand2011censusmergedwardsinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-approximated-social-grade-for-middle-layer-super-output-areas-and-2011-census-merged-wards-in-england-and-wales/pra-approximated-social-grade.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-communal-establishments-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censusdetailedcharacteristicsoncommunalestablishmentsfor2011censusmergedlocalauthoritiesinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-communal-establishments-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censusdetailedcharacteristicsoncommunalestablishmentsfor2011censusmergedlocalauthoritiesinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-communal-establishments-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/pra-census-communal-establishments.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-demography-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/culturalidentity/language/articles/detailedanalysisenglishlanguageproficiencyinenglandandwales/2013-08-30,,
ons/rel/census/2011-census/detailed-characteristics-on-demography-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/culturalidentity/language/articles/detailedanalysisenglishlanguageproficiencyinenglandandwales/2013-08-30,,
ons/rel/census/2011-census/detailed-characteristics-on-demography-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/info---english-language-proficiency-in-england-and-wales.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-demography-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/pra-detailed-characteristics.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-demography-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/rpt-english-language-proficiency.html,2011,peoplepopulationandcommunity/culturalidentity/language/articles/detailedanalysisenglishlanguageproficiencyinenglandandwales/2013-08-30,,
ons/rel/census/2011-census/detailed-characteristics-on-demography-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/sty-english-language-proficiency.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-demography-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/video-summary-english-language-proficiency.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-housing-for-local-authorities-in-england-and-wales.html,2011,peoplepopulationandcommunity/housing/datasets/2011censusdetailedcharacteristicsonhousingforlocalauthoritiesinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-housing-for-local-authorities-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/housing/datasets/2011censusdetailedcharacteristicsonhousingforlocalauthoritiesinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-housing-for-local-authorities-in-england-and-wales/pra-detailed-charcteristics-on-housing.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-housing-for-local-authorities-in-england-and-wales/short-story-on-detailed-characteristics.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-housing-for-local-authorities-in-england-and-wales/sty-households-in-england-and-wales.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-housing-for-local-authorities-in-england-and-wales/video-summary--detailed-characteristics.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-labour-market-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales.html,2011,employmentandlabourmarket/peoplenotinwork/unemployment/articles/2011census/2013-11-29,,
ons/rel/census/2011-census/detailed-characteristics-on-labour-market-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/index.html,2011,employmentandlabourmarket/peoplenotinwork/unemployment/articles/2011census/2013-11-29,,
ons/rel/census/2011-census/detailed-characteristics-on-labour-market-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/pra-pre-release.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-labour-market-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/rpt-labour-market.html,2011,employmentandlabourmarket/peoplenotinwork/unemployment/articles/2011census/2013-11-29,,
ons/rel/census/2011-census/detailed-characteristics-on-qualifications-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/educationandchildcare/datasets/2011censusdetailedcharacteristicsonqualificationsfor2011censusmergedwardsandmiddlelayersuperoutputareasinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-qualifications-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/educationandchildcare/datasets/2011censusdetailedcharacteristicsonqualificationsfor2011censusmergedwardsandmiddlelayersuperoutputareasinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-qualifications-for-2011-census-merged-wards-and-middle-layer-super-output-areas-in-england-and-wales/pra-pre-release.html,2011,TNA,,
ons/rel/census/2011-census/detailed-characteristics-on-travel-to-work-and-car-or-van-availability-for-local-authorities-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censusdetailedcharacteristicsontraveltoworkandcarorvanavailabilityforlocalauthoritiesinenglandandwales,,
ons/rel/census/2011-census/detailed-characteristics-on-travel-to-work-and-car-or-van-availability-for-local-authorities-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censusdetailedcharacteristicsontraveltoworkandcarorvanavailabilityforlocalauthoritiesinenglandandwales,,
ons/rel/census/2011-census/detailed-uk-migration-statistics-.html,2011,peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/datasets/2011censusdetailedukmigrationstatistics,,
ons/rel/census/2011-census/detailed-uk-migration-statistics-/index.html,2011,peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/datasets/2011censusdetailedukmigrationstatistics,,
ons/rel/census/2011-census/european-commission-census-regulation-statistics.html,2011,TNA,,
ons/rel/census/2011-census/european-commission-census-regulation-statistics/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuseuropeancommissioncensusregulationstatistics,,
ons/rel/census/2011-census/european-commission-census-regulation-statistics/pra-european-commission-census-regulation-statistics.html,2011,TNA,,
ons/rel/census/2011-census/headcounts-and-household-estimates-for-postcodes-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censusheadcountsandhouseholdestimatesforpostcodesinenglandandwales,,
ons/rel/census/2011-census/headcounts-and-household-estimates-for-postcodes-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censusheadcountsandhouseholdestimatesforpostcodesinenglandandwales,,
ons/rel/census/2011-census/index.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-electoral-divisions-and-output-areas-in-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censusquickstatisticsforenglandandwales/2013-01-30,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-electoral-divisions-and-output-areas-in-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censusquickstatisticsforwales/2013-01-30,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-electoral-divisions-and-output-areas-in-wales/stb-quick-statistics-for-wales--march-2011.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censusquickstatisticsforwales/2013-01-30,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-health-areas-and-post-code-sectors-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuskeystatisticsandquickstatisticsforhealthareasandpostcodesectorsinenglandandwales,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-health-areas-and-post-code-sectors-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuskeystatisticsandquickstatisticsforhealthareasandpostcodesectorsinenglandandwales,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-1.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/keystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdom/2013-10-11,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-1/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/keystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdom/2013-10-11,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-1/pra-pre-release-list.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-1/stb-key-statistics-for-local-authorities-in-the-uk.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/keystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdom/2013-10-11,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-2.html,2011,employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/keystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdom/2013-12-04,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-2/index.html,2011,employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/keystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdom/2013-12-04,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-2/stb-key-statistics-part-2.html,2011,employmentandlabourmarket/peopleinwork/employmentandemployeetypes/datasets/2011censuskeystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdompart2,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-3.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuskeystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdompart3,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-local-authorities-in-the-united-kingdom---part-3/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuskeystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdompart3,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-parishes-and-parliamentary-constituencies-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuskeystatisticsandquickstatisticsforparishesandparliamentaryconstituenciesinenglandandwales,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-parishes-and-parliamentary-constituencies-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuskeystatisticsandquickstatisticsforparishesandparliamentaryconstituenciesinenglandandwales,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censusquickstatisticsforenglandandwales/2013-01-30,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censusquickstatisticsforenglandandwales/2013-01-30,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/rft-families-short-story.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/rpt-disability-short-story.html,2011,peoplepopulationandcommunity/healthandsocialcare/disability/articles/disabilityinenglandandwales/2013-01-30,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/rpt-general-health-short-story.html,2011,peoplepopulationandcommunity/healthandsocialcare/healthandwellbeing/articles/generalhealthinenglandandwales/2013-01-30,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/STB-2011-census--quick-statistics-for-england-and-wales--march-2011.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censusquickstatisticsforenglandandwales/2013-01-30,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/sty-how-people-are-living-in-england-and-wales.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/video-summary-disability.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/video-summary-families.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/video-summary-health.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/video-summary-q-a.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-built-up-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/housing/articles/characteristicsofbuiltupareas/2013-06-28,,
ons/rel/census/2011-census/key-statistics-for-built-up-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/housing/articles/characteristicsofbuiltupareas/2013-06-28,,
ons/rel/census/2011-census/key-statistics-for-built-up-areas-in-england-and-wales/pra-built-up-areas.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-built-up-areas-in-england-and-wales/rpt-characteristics-of-built-up-areas.html,2011,peoplepopulationandcommunity/housing/articles/characteristicsofbuiltupareas/2013-06-28,,
ons/rel/census/2011-census/key-statistics-for-built-up-areas-in-england-and-wales/video-summary--built-up-areas.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuskeystatisticsforenglandandwales/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuskeystatisticsforenglandandwales/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rpt-ethnicity.html,2011,peoplepopulationandcommunity/culturalidentity/ethnicity/articles/ethnicityandnationalidentityinenglandandwales/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rpt-international-migrants.html,2011,peoplepopulationandcommunity/populationandmigration/internationalmigration/articles/internationalmigrantsinenglandandwales/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rpt-labour.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/articles/acomparisonofthe2011censusandthelabourforcesurveylfslabourmarketindicators/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rpt-religion.html,2011,peoplepopulationandcommunity/culturalidentity/religion/articles/religioninenglandandwales2011/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/stb-2011-census-key-statistics-for-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuskeystatisticsforenglandandwales/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/sty-enthnicity-in-england-and-wales.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/sty-non-uk-born-population.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/sty-religion.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/sty-what-is-your-religion.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/video-summary-ethnicity.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/video-summary-im.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/video-summary-religion.html,2011,TNA,,
ons/rel/census/2011-census/key-statistics-for-national-parks-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/articles/characteristicsofnationalparks/2013-02-19,,
ons/rel/census/2011-census/key-statistics-for-national-parks-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/articles/characteristicsofnationalparks/2013-02-19,,
ons/rel/census/2011-census/key-statistics-for-national-parks-in-england-and-wales/rpt-national-parks-e-w.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/articles/characteristicsofnationalparks/2013-02-19,,
ons/rel/census/2011-census/key-statistics-for-national-parks-in-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuskeystatisticsfornationalparksinwales,,
ons/rel/census/2011-census/key-statistics-for-national-parks-in-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuskeystatisticsfornationalparksinwales,,
ons/rel/census/2011-census/key-statistics-for-unitary-authorities-in-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuskeystatisticsforwales/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-unitary-authorities-in-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuskeystatisticsforwales/2012-12-11,,
ons/rel/census/2011-census/key-statistics-for-unitary-authorities-in-wales/stb-2011-census-key-statistics-for-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuskeystatisticsforwales/2012-12-11,,
ons/rel/census/2011-census/local-characteristics-on-demography-and-families-for-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/birthsdeathsandmarriages/families/datasets/2011censuslocalcharacteristicsondemographyandfamiliesforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-demography-and-families-for-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/birthsdeathsandmarriages/families/datasets/2011censuslocalcharacteristicsondemographyandfamiliesforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-ethnicity--identity--language-and-religion-for-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuslocalcharacteristicsonethnicityidentitylanguageandreligionforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-ethnicity--identity--language-and-religion-for-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuslocalcharacteristicsonethnicityidentitylanguageandreligionforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-ethnicity--identity--language-and-religion-for-output-areas-in-england-and-wales/pra-local-characteristics.html,2011,TNA,,
ons/rel/census/2011-census/local-characteristics-on-health-and-unpaid-care-for-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuslocalcharacteristicsonhealthandunpaidcareforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-health-and-unpaid-care-for-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuslocalcharacteristicsonhealthandunpaidcareforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-health-and-unpaid-care-for-output-areas-in-england-and-wales/pra-local-characteristics-on-health.html,2011,TNA,,
ons/rel/census/2011-census/local-characteristics-on-housing-for-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/housing/datasets/2011censuslocalcharacteristicsonhousingforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-housing-for-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/housing/datasets/2011censuslocalcharacteristicsonhousingforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-labour-market-for-output-areas-in-england-and-wales.html,2011,employmentandlabourmarket/peopleinwork/employmentandemployeetypes/datasets/2011censuslocalcharacteristicsonlabourmarketforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-labour-market-for-output-areas-in-england-and-wales/index.html,2011,employmentandlabourmarket/peopleinwork/employmentandemployeetypes/datasets/2011censuslocalcharacteristicsonlabourmarketforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-labour-market-for-output-areas-in-england-and-wales/pra-census-labour-market.html,2011,TNA,,
ons/rel/census/2011-census/local-characteristics-on-migration-for-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuslocalcharacteristicsonmigrationforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-migration-for-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuslocalcharacteristicsonmigrationforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-migration-for-output-areas-in-england-and-wales/pra-census-migration.html,2011,TNA,,
ons/rel/census/2011-census/local-characteristics-on-qualifications-for-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/educationandchildcare/datasets/2011censuslocalcharacteristicsonqualificationsforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-qualifications-for-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/educationandchildcare/datasets/2011censuslocalcharacteristicsonqualificationsforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-travel-to-work-and-car-or-van-availability-for-output-areas-in-england-and-wales.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuslocalcharacteristicsontraveltoworkandcarorvanavailabilityforoutputareasinenglandandwales,,
ons/rel/census/2011-census/local-characteristics-on-travel-to-work-and-car-or-van-availability-for-output-areas-in-england-and-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censuslocalcharacteristicsontraveltoworkandcarorvanavailabilityforoutputareasinenglandandwales,,
ons/rel/census/2011-census/migration-statistics-for-wales.html,2011,peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/datasets/2011censusmigrationstatisticsforwales,,
ons/rel/census/2011-census/migration-statistics-for-wales/index.html,2011,peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/datasets/2011censusmigrationstatisticsforwales,,
ons/rel/census/2011-census/migration-statistics-for-wales/pra---pre-release-access.html,2011,TNA,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration-and-students-for-local-authorities-in-the-united-kingdom.html,2011,peoplepopulationandcommunity/populationandmigration/internationalmigration/datasets/2011censusorigindestinationstatisticsonmigrationforlocalauthoritiesintheunitedkingdomandonworkplaceforoutputareasandworkplacezonesenglandandwales,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration-and-students-for-local-authorities-in-the-united-kingdom/index.html,2011,peoplepopulationandcommunity/populationandmigration/internationalmigration/datasets/2011censusorigindestinationstatisticsonmigrationforlocalauthoritiesintheunitedkingdomandonworkplaceforoutputareasandworkplacezonesenglandandwales,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration-for-local-authorities-in-the-united-kingdom.html,2011,peoplepopulationandcommunity/populationandmigration/internationalmigration/articles/internalandinternationalmigrationfortheunitedkingdomintheyearpriortothe2011census/2014-11-25,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration-for-local-authorities-in-the-united-kingdom/index.html,2011,peoplepopulationandcommunity/populationandmigration/internationalmigration/articles/internalandinternationalmigrationfortheunitedkingdomintheyearpriortothe2011census/2014-11-25,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration-for-local-authorities-in-the-united-kingdom/rpt---internal-and-international-migration-for-the-united-kingdom-in-the-year-prior-to-the-2011-census.html,2011,peoplepopulationandcommunity/populationandmigration/internationalmigration/articles/internalandinternationalmigrationfortheunitedkingdomintheyearpriortothe2011census/2014-11-25,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration--workplace-and-students-for-local-authorities-in-the-united-kingdom.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censusorigindestinationstatisticsonmigrationworkplaceandstudentsforlocalauthoritiesintheunitedkingdom,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration--workplace-and-students-for-local-authorities-in-the-united-kingdom/index.html,2011,peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/2011censusorigindestinationstatisticsonmigrationworkplaceandstudentsforlocalauthoritiesintheunitedkingdom,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration--workplace-and-students-for-local-authorities-in-the-united-kingdom/pra-list.html,2011,TNA,,
ons/rel/census/2011-census/origin-destination-statistics-on-migration--workplace-and-students-for-local-authorities-in-the-united-kingdom/sum---commuting-patterns-in-the-uk--2011.html,2011,TNA,,
ons/rel/census/2011-census/origin-destination-statistics-on-second-residences-and-workplace-for-merged-local-authorities-and-middle-layer-super-output-areas--msoas--in-england-and-wales.html,2011,peoplepopulationandcommunity/birthsdeathsandmarriages/families/articles/dependentchildrenusuallyresidentinenglandandwaleswithaparentalsecondaddress2011/2014-06-18,,
